pool, doeid, nweight, hdd30yr, cdd30yr, kownrent, stories, stove, stovefuel, oven, ovenfuel, ovenuse, stoven, outgrill, dishwash, cwasher, washload, dryer, dryruse, tvcolor, numlaptop, numtablet, pcprint, moisture, prkgplc1, cooltype, tempniteac, numberac, numcfan, notmoist, highceil, windows, adqinsul, drafty, swim, cellar, region, urban, housetyp, famcat, inccat
152 ,15559 ,48530.848306 ,5170 ,768 ,1 ,10 ,0 ,-2 ,0 ,-2 ,10 ,1 ,0 ,1 ,1 ,5 ,1 ,5 ,3 ,1 ,0 ,1 ,0 ,0 ,2 ,70 ,1 ,2 ,0 ,0 ,30 ,1 ,3 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,10028 ,20302.257199 ,3802 ,1536 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,1 ,2 ,1 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,2 ,68 ,2 ,2 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,3 ,2
176 ,10127 ,52034.855544 ,5665 ,602 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,1 ,0 ,-2 ,1 ,78 ,-2 ,4 ,0 ,-2 ,30 ,1 ,4 ,0 ,-2 ,3 ,0 ,3 ,3 ,2
152 ,10162 ,11058.592392 ,2641 ,1878 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,2 ,1 ,1 ,1 ,0 ,1 ,3 ,73 ,1 ,6 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,10200 ,9497.4218693 ,1561 ,2951 ,1 ,20 ,1 ,2 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,9 ,1 ,8 ,4 ,2 ,1 ,1 ,0 ,0 ,1 ,75 ,-2 ,9 ,0 ,0 ,42 ,3 ,3 ,2 ,0 ,3 ,0 ,1 ,4 ,2
164 ,10229 ,18050.649068 ,2976 ,1786 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,2 ,1 ,0 ,0 ,1 ,0 ,-2 ,1 ,69 ,-2 ,0 ,0 ,0 ,41 ,2 ,3 ,0 ,-2 ,3 ,0 ,2 ,3 ,2
179 ,10347 ,19719.525831 ,1666 ,2524 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,-2 ,1 ,72 ,-2 ,2 ,0 ,-2 ,30 ,2 ,4 ,0 ,-2 ,3 ,0 ,3 ,4 ,2
155 ,10427 ,21509.446636 ,2926 ,2078 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,0 ,1 ,5 ,1 ,5 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,70 ,-2 ,5 ,0 ,1 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
155 ,10430 ,26760.424712 ,3562 ,1567 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,8 ,1 ,8 ,4 ,0 ,2 ,0 ,0 ,0 ,1 ,70 ,-2 ,3 ,0 ,0 ,42 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
179 ,10477 ,20237.753143 ,4423 ,1577 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,1 ,1 ,6 ,1 ,6 ,4 ,1 ,0 ,0 ,0 ,-2 ,1 ,75 ,-2 ,4 ,0 ,-2 ,41 ,2 ,4 ,0 ,-2 ,3 ,0 ,3 ,4 ,2
152 ,10509 ,23661.456005 ,2874 ,2195 ,2 ,40 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,0 ,1 ,0 ,1 ,1 ,70 ,-2 ,3 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,10528 ,35687.009914 ,872 ,2844 ,2 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,0 ,1 ,6 ,0 ,-2 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,65 ,3 ,4 ,0 ,1 ,41 ,3 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
155 ,10608 ,14093.015537 ,3794 ,1827 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,0 ,1 ,1 ,10 ,1 ,10 ,2 ,1 ,0 ,0 ,0 ,1 ,1 ,70 ,-2 ,0 ,0 ,0 ,41 ,2 ,3 ,2 ,0 ,3 ,0 ,1 ,4 ,2
152 ,10705 ,20333.08289 ,4360 ,1081 ,3 ,10 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,72 ,-2 ,1 ,0 ,0 ,30 ,3 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
170 ,10712 ,23132.663002 ,1851 ,2471 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,2 ,1 ,2 ,3 ,0 ,0 ,0 ,0 ,-2 ,1 ,73 ,-2 ,4 ,0 ,-2 ,41 ,1 ,3 ,0 ,-2 ,3 ,0 ,3 ,1 ,2
146 ,10732 ,20318.54322 ,3734 ,1626 ,2 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,0 ,0 ,1 ,3 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,74 ,1 ,2 ,0 ,0 ,30 ,3 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,2
146 ,10919 ,14916.023753 ,4450 ,1526 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,1 ,1 ,70 ,-2 ,3 ,0 ,1 ,30 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,1 ,2
170 ,10999 ,32303.085479 ,1649 ,2528 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,4 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,-2 ,3 ,67 ,1 ,3 ,0 ,-2 ,41 ,2 ,4 ,0 ,-2 ,3 ,0 ,3 ,1 ,2
152 ,11023 ,38129.42201 ,3198 ,1882 ,1 ,10 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,75 ,-2 ,0 ,1 ,1 ,41 ,1 ,3 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,11063 ,23371.123948 ,4207 ,1005 ,1 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,5 ,1 ,7 ,2 ,2 ,1 ,1 ,0 ,0 ,1 ,70 ,-2 ,1 ,0 ,0 ,30 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,4 ,2
155 ,11095 ,18527.579305 ,3436 ,1660 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,6 ,1 ,6 ,5 ,1 ,2 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,5 ,0 ,0 ,41 ,2 ,3 ,2 ,0 ,3 ,0 ,1 ,4 ,2
152 ,11171 ,47932.646414 ,1394 ,2955 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,4 ,1 ,0 ,0 ,0 ,1 ,2 ,78 ,4 ,2 ,0 ,0 ,41 ,3 ,3 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,11372 ,11593.841355 ,4240 ,1252 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,3 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,3 ,0 ,0 ,20 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,11511 ,10608.503112 ,4081 ,1430 ,1 ,20 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,2 ,1 ,1 ,1 ,0 ,0 ,1 ,72 ,-2 ,3 ,0 ,1 ,50 ,1 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
149 ,11566 ,14350.538266 ,2771 ,1897 ,1 ,40 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,5 ,1 ,2 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,7 ,0 ,1 ,50 ,1 ,3 ,0 ,0 ,3 ,0 ,1 ,2 ,2
152 ,11571 ,19483.810478 ,2999 ,1761 ,2 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,7 ,0 ,-2 ,0 ,2 ,0 ,1 ,0 ,0 ,2 ,68 ,1 ,2 ,0 ,1 ,41 ,4 ,3 ,0 ,1 ,3 ,0 ,1 ,3 ,2
152 ,11574 ,27947.87025 ,4391 ,1064 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,72 ,-2 ,2 ,0 ,0 ,41 ,3 ,3 ,0 ,1 ,3 ,0 ,1 ,3 ,2
146 ,11611 ,33344.492461 ,3349 ,1395 ,3 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,5 ,3 ,0 ,1 ,1 ,1 ,2 ,65 ,1 ,6 ,0 ,0 ,42 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,1 ,2
152 ,11640 ,11785.764373 ,1844 ,2480 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,1 ,2 ,1 ,0 ,0 ,2 ,72 ,3 ,7 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,11685 ,24407.418058 ,3391 ,1465 ,1 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,20 ,1 ,13 ,4 ,1 ,2 ,3 ,0 ,1 ,3 ,67 ,2 ,1 ,0 ,0 ,42 ,1 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,11689 ,26716.843678 ,3230 ,1618 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,5 ,2 ,2 ,2 ,0 ,0 ,1 ,70 ,-2 ,2 ,0 ,1 ,50 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
176 ,11735 ,42469.762182 ,4121 ,1385 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,4 ,2 ,0 ,1 ,0 ,-2 ,3 ,77 ,1 ,5 ,0 ,-2 ,41 ,3 ,3 ,0 ,-2 ,3 ,0 ,3 ,3 ,2
155 ,11828 ,9554.2148354 ,4353 ,1126 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,15 ,1 ,15 ,5 ,1 ,0 ,1 ,0 ,0 ,1 ,70 ,-2 ,6 ,0 ,0 ,30 ,1 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
155 ,11902 ,21670.726409 ,4573 ,1225 ,3 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,1 ,1 ,3 ,1 ,4 ,2 ,1 ,1 ,1 ,0 ,0 ,2 ,75 ,4 ,4 ,0 ,0 ,41 ,3 ,2 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,11907 ,13515.053834 ,1856 ,2404 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,7 ,1 ,5 ,3 ,1 ,2 ,3 ,0 ,0 ,1 ,74 ,-2 ,1 ,0 ,1 ,42 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
146 ,11917 ,18456.162478 ,3977 ,1838 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,2 ,75 ,1 ,0 ,0 ,0 ,20 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,1 ,2
155 ,11950 ,23441.454464 ,1576 ,3383 ,1 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,4 ,0 ,1 ,0 ,0 ,1 ,1 ,70 ,-2 ,5 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,11977 ,14725.141827 ,1473 ,3328 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,4 ,1 ,0 ,3 ,1 ,1 ,1 ,0 ,0 ,1 ,73 ,-2 ,5 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12063 ,12213.924092 ,3264 ,1655 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,1 ,74 ,-2 ,4 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12099 ,18185.395082 ,1573 ,2635 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,78 ,-2 ,7 ,0 ,0 ,42 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12127 ,20067.128735 ,3564 ,2043 ,1 ,10 ,1 ,5 ,2 ,5 ,-2 ,0 ,1 ,1 ,1 ,12 ,1 ,12 ,5 ,0 ,1 ,1 ,0 ,1 ,1 ,76 ,-2 ,6 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12210 ,27835.96115 ,3531 ,1589 ,1 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,0 ,0 ,1 ,5 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,78 ,-2 ,0 ,0 ,0 ,42 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
176 ,12271 ,27742.510878 ,1774 ,2502 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,0 ,1 ,7 ,1 ,7 ,1 ,0 ,2 ,1 ,0 ,-2 ,3 ,80 ,1 ,3 ,0 ,-2 ,41 ,3 ,3 ,0 ,-2 ,3 ,0 ,3 ,3 ,2
155 ,12279 ,17373.711027 ,3831 ,1582 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,4 ,1 ,1 ,0 ,0 ,1 ,1 ,72 ,-2 ,0 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,12413 ,11950.62303 ,1915 ,2605 ,1 ,10 ,0 ,-2 ,0 ,-2 ,6 ,1 ,0 ,1 ,1 ,14 ,1 ,14 ,1 ,2 ,5 ,1 ,0 ,0 ,1 ,60 ,-2 ,1 ,0 ,0 ,30 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,3 ,2
179 ,12487 ,15360.183173 ,2899 ,1869 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,-2 ,0 ,1 ,0 ,1 ,2 ,1 ,8 ,2 ,1 ,1 ,1 ,0 ,-2 ,2 ,68 ,2 ,0 ,0 ,-2 ,41 ,3 ,3 ,0 ,-2 ,3 ,0 ,3 ,4 ,2
152 ,12491 ,17166.785787 ,1790 ,2842 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,5 ,1 ,3 ,2 ,0 ,0 ,1 ,77 ,-2 ,3 ,0 ,0 ,50 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12542 ,31857.786319 ,2930 ,1462 ,1 ,20 ,1 ,5 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,0 ,0 ,1 ,0 ,1 ,1 ,78 ,-2 ,7 ,0 ,1 ,50 ,2 ,3 ,1 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12593 ,13729.405235 ,4334 ,1147 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,68 ,-2 ,4 ,0 ,0 ,50 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,12612 ,16387.057217 ,2857 ,1913 ,1 ,20 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,10 ,1 ,10 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,72 ,-2 ,1 ,0 ,1 ,60 ,3 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
170 ,12817 ,17542.21639 ,4135 ,1369 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,-2 ,2 ,72 ,1 ,0 ,0 ,-2 ,20 ,2 ,3 ,0 ,-2 ,3 ,0 ,3 ,1 ,2
152 ,12895 ,22615.630703 ,2954 ,2047 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,0 ,-2 ,0 ,-2 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,64 ,-2 ,2 ,0 ,1 ,20 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,12921 ,13956.403153 ,2392 ,2599 ,2 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,6 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,69 ,-2 ,3 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,4 ,2
158 ,13002 ,19895.566459 ,2559 ,2443 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,-2 ,1 ,70 ,-2 ,3 ,0 ,0 ,20 ,1 ,4 ,0 ,-2 ,3 ,0 ,2 ,1 ,2
152 ,13026 ,14622.188688 ,1724 ,2928 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,1 ,1 ,5 ,1 ,5 ,2 ,0 ,0 ,1 ,0 ,0 ,1 ,76 ,-2 ,5 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
155 ,13042 ,35056.944011 ,3400 ,1599 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,8 ,0 ,-2 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,70 ,4 ,0 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
146 ,13050 ,10457.952791 ,1857 ,2371 ,1 ,10 ,1 ,2 ,1 ,5 ,3 ,1 ,0 ,1 ,1 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,70 ,-2 ,5 ,0 ,0 ,42 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,1 ,2
146 ,13185 ,25716.618534 ,510 ,3553 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,4 ,2 ,3 ,3 ,0 ,0 ,3 ,72 ,1 ,0 ,0 ,0 ,41 ,3 ,4 ,0 ,0 ,3 ,0 ,1 ,1 ,2
155 ,13265 ,37200.774548 ,3117 ,1860 ,1 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,0 ,1 ,1 ,15 ,1 ,15 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,71 ,-2 ,4 ,0 ,0 ,30 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,13408 ,15564.783375 ,3533 ,1718 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,5 ,1 ,2 ,1 ,0 ,1 ,1 ,65 ,-2 ,5 ,0 ,0 ,41 ,2 ,3 ,1 ,0 ,3 ,0 ,1 ,3 ,2
155 ,13468 ,30635.674533 ,3325 ,1441 ,1 ,20 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,4 ,1 ,1 ,1 ,0 ,1 ,1 ,70 ,-2 ,0 ,0 ,0 ,50 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,4 ,2
170 ,13475 ,19850.000528 ,3091 ,1938 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,10 ,1 ,1 ,0 ,1 ,3 ,1 ,3 ,1 ,0 ,0 ,9 ,0 ,-2 ,1 ,78 ,-2 ,2 ,0 ,-2 ,41 ,2 ,3 ,0 ,-2 ,3 ,0 ,3 ,1 ,2
164 ,13558 ,23948.03694 ,2728 ,2018 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,1 ,1 ,4 ,1 ,4 ,2 ,1 ,1 ,0 ,0 ,-2 ,1 ,71 ,-2 ,3 ,0 ,1 ,30 ,2 ,4 ,0 ,-2 ,3 ,0 ,2 ,3 ,2
152 ,13613 ,14278.450375 ,2977 ,1609 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,2 ,68 ,1 ,1 ,0 ,0 ,60 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
179 ,13630 ,32303.085479 ,1638 ,2574 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,8 ,1 ,8 ,4 ,2 ,3 ,0 ,0 ,-2 ,3 ,74 ,1 ,4 ,0 ,-2 ,30 ,3 ,3 ,0 ,-2 ,3 ,0 ,3 ,4 ,2
155 ,13640 ,30557.834215 ,2694 ,1693 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,3 ,0 ,1 ,0 ,0 ,0 ,2 ,60 ,5 ,1 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,13662 ,7667.5814467 ,2905 ,1862 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,6 ,1 ,11 ,3 ,1 ,0 ,1 ,0 ,0 ,1 ,72 ,-2 ,4 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
152 ,13820 ,29782.986383 ,3957 ,1866 ,2 ,20 ,1 ,5 ,1 ,5 ,6 ,1 ,0 ,0 ,1 ,3 ,1 ,3 ,2 ,2 ,0 ,2 ,0 ,1 ,1 ,68 ,-2 ,6 ,0 ,0 ,50 ,3 ,3 ,0 ,1 ,3 ,0 ,1 ,3 ,2
179 ,13855 ,14183.722035 ,496 ,3586 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,3 ,1 ,3 ,5 ,2 ,0 ,1 ,0 ,-2 ,1 ,76 ,-2 ,2 ,0 ,-2 ,30 ,2 ,3 ,0 ,-2 ,3 ,0 ,3 ,4 ,2
152 ,13856 ,11733.592923 ,2820 ,1757 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,8 ,1 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,70 ,1 ,0 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,3 ,2
176 ,13880 ,20903.266256 ,1632 ,2479 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,1 ,3 ,1 ,3 ,4 ,0 ,0 ,0 ,0 ,-2 ,2 ,76 ,4 ,0 ,0 ,-2 ,41 ,1 ,3 ,0 ,-2 ,3 ,0 ,3 ,3 ,2
146 ,14040 ,31054.462919 ,4610 ,1213 ,2 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,0 ,1 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,1 ,0 ,2 ,72 ,3 ,1 ,0 ,0 ,41 ,3 ,3 ,0 ,0 ,3 ,0 ,1 ,1 ,2
155 ,14049 ,17148.102891 ,2864 ,1639 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,0 ,0 ,1 ,6 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,70 ,3 ,4 ,0 ,0 ,30 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,4 ,2
152 ,14059 ,10507.302877 ,2561 ,2437 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,1 ,1 ,6 ,1 ,7 ,2 ,1 ,0 ,0 ,0 ,0 ,2 ,70 ,2 ,3 ,0 ,1 ,30 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
179 ,14067 ,23541.57847 ,4353 ,1706 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,4 ,0 ,1 ,1 ,0 ,-2 ,1 ,72 ,-2 ,2 ,0 ,-2 ,41 ,1 ,4 ,0 ,-2 ,3 ,0 ,3 ,4 ,2
146 ,14138 ,27339.308432 ,1566 ,2928 ,2 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,0 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,0 ,0 ,2 ,69 ,3 ,2 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,3 ,0 ,1 ,1 ,2
152 ,14187 ,14326.49391 ,3335 ,1543 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,5 ,1 ,5 ,2 ,0 ,0 ,1 ,0 ,0 ,2 ,70 ,2 ,1 ,0 ,0 ,20 ,1 ,4 ,0 ,1 ,3 ,0 ,1 ,3 ,2
152 ,14266 ,22727.321355 ,1707 ,2391 ,1 ,10 ,0 ,-2 ,0 ,-2 ,8 ,1 ,1 ,0 ,1 ,6 ,1 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,65 ,-2 ,2 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,3 ,2
176 ,14434 ,39795.494871 ,1714 ,2486 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,3 ,0 ,1 ,1 ,0 ,-2 ,1 ,68 ,-2 ,1 ,0 ,-2 ,30 ,1 ,4 ,0 ,-2 ,3 ,0 ,3 ,3 ,2
155 ,14537 ,18824.650906 ,587 ,3493 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,5 ,0 ,1 ,0 ,0 ,1 ,1 ,75 ,-2 ,5 ,0 ,0 ,30 ,1 ,4 ,0 ,0 ,3 ,0 ,1 ,4 ,2
